t(ticks) ; nlug ; id_viat ; observ
   93903 ;    3 ;     202 ; saida
   93953 ;    4 ;     439 ; estacionamento
   94076 ;    3 ;     259 ; saida
   94195 ;    4 ;     247 ; estacionamento
   94424 ;    3 ;     439 ; saida
   94502 ;    4 ;     233 ; estacionamento
   94568 ;    5 ;     250 ; estacionamento
   94684 ;    4 ;     233 ; saida
   94737 ;    5 ;     201 ; estacionamento
   94926 ;    4 ;     250 ; saida
   95023 ;    3 ;     247 ; saida
   95107 ;    2 ;     201 ; saida
   95174 ;    1 ;     209 ; saida
   95210 ;    0 ;     299 ; saida
   96550 ;    1 ;     203 ; estacionamento
   96663 ;    2 ;     254 ; estacionamento
   96954 ;    3 ;     390 ; estacionamento
   97047 ;    2 ;     254 ; saida
   97149 ;    3 ;     449 ; estacionamento
   97289 ;    2 ;     390 ; saida
   97348 ;    3 ;     391 ; estacionamento
   97465 ;    2 ;     391 ; saida
   97469 ;    3 ;     403 ; estacionamento
   97594 ;    2 ;     449 ; saida
   97597 ;    3 ;     305 ; estacionamento
   97894 ;    2 ;     403 ; saida
   97915 ;    1 ;     305 ; saida
   97950 ;    2 ;     414 ; estacionamento
   98066 ;    3 ;     514 ; estacionamento
   98137 ;    4 ;     275 ; estacionamento
   98221 ;    3 ;     514 ; saida
   98265 ;    4 ;     261 ; estacionamento
   98391 ;    3 ;     275 ; saida
   98428 ;    2 ;     414 ; saida
   98445 ;    1 ;     203 ; saida
   98590 ;    0 ;     261 ; saida
   98614 ;    1 ;     267 ; estacionamento
   98762 ;    2 ;     223 ; estacionamento
   98849 ;    1 ;     223 ; saida
   98971 ;    2 ;     296 ; estacionamento
   99345 ;    1 ;     296 ; saida
   99363 ;    2 ;     361 ; estacionamento
   99430 ;    1 ;     267 ; saida
   99535 ;    0 ;     361 ; saida
   99549 ;    1 ;     222 ; estacionamento
   99933 ;    0 ;     222 ; saida
   99947 ;    1 ;     440 ; estacionamento
  100037 ;    0 ;     440 ; saida
  100062 ;    1 ;     354 ; estacionamento
  100125 ;    2 ;     446 ; estacionamento
  100183 ;    1 ;     446 ; saida
  100196 ;    0 ;     354 ; saida
  100224 ;    1 ;     244 ; estacionamento
  100396 ;    0 ;     244 ; saida
  100412 ;    1 ;     220 ; estacionamento
  100785 ;    0 ;     220 ; saida
  100805 ;    1 ;     245 ; estacionamento
  100905 ;    2 ;     309 ; estacionamento
  100942 ;    3 ;     280 ; estacionamento
  101162 ;    2 ;     280 ; saida
  101181 ;    3 ;     314 ; estacionamento
  101354 ;    2 ;     314 ; saida
  101364 ;    1 ;     309 ; saida
  101374 ;    2 ;     300 ; estacionamento
  101520 ;    1 ;     300 ; saida
  101537 ;    2 ;     304 ; estacionamento
  101831 ;    1 ;     304 ; saida
  101846 ;    0 ;     245 ; saida
  101864 ;    1 ;     213 ; estacionamento
  101996 ;    0 ;     213 ; saida
  102012 ;    1 ;     210 ; estacionamento
  102385 ;    0 ;     210 ; saida
  103168 ;    1 ;     452 ; estacionamento
  103266 ;    2 ;     453 ; estacionamento
  103471 ;    1 ;     453 ; saida
  103515 ;    0 ;     452 ; saida
  103971 ;    1 ;     402 ; estacionamento
  104046 ;    0 ;     402 ; saida
  104119 ;    1 ;     401 ; estacionamento
  104276 ;    2 ;     462 ; estacionamento
  104390 ;    1 ;     462 ; saida
  104517 ;    0 ;     401 ; saida
  104566 ;    1 ;     400 ; estacionamento
  104684 ;    2 ;     395 ; estacionamento
  104738 ;    1 ;     400 ; saida
  104767 ;    2 ;     489 ; estacionamento
  104834 ;    3 ;     475 ; estacionamento
  105005 ;    2 ;     489 ; saida
  105049 ;    3 ;     496 ; estacionamento
  105164 ;    2 ;     395 ; saida
  105220 ;    3 ;     502 ; estacionamento
  105260 ;    4 ;     397 ; estacionamento
  105304 ;    3 ;     496 ; saida
  105344 ;    4 ;     494 ; estacionamento
  105433 ;    3 ;     397 ; saida
  105485 ;    4 ;     451 ; estacionamento
  105524 ;    3 ;     494 ; saida
  105562 ;    4 ;     492 ; estacionamento
  105551 ;    5 ;     517 ; estacionamento
  105661 ;    4 ;     451 ; saida
  105764 ;    3 ;     517 ; saida
  105803 ;    4 ;     526 ; estacionamento
  105868 ;    3 ;     492 ; saida
  106244 ;    2 ;     526 ; saida
  106295 ;    3 ;     523 ; estacionamento
  106368 ;    2 ;     523 ; saida
  106817 ;    3 ;     479 ; estacionamento
  107177 ;    2 ;     479 ; saida
  107198 ;    3 ;     457 ; estacionamento
  107412 ;    2 ;     502 ; saida
  107490 ;    3 ;     472 ; estacionamento
  107588 ;    2 ;     457 ; saida
  107815 ;    1 ;     472 ; saida
  109331 ;    0 ;     475 ; saida
  109389 ;    1 ;     276 ; estacionamento
  109742 ;    0 ;     276 ; saida
  111700 ;    1 ;     678 ; estacionamento
  112155 ;    0 ;     678 ; saida
  112231 ;    1 ;     607 ; estacionamento
  112470 ;    0 ;     607 ; saida
  112515 ;    1 ;     598 ; estacionamento
  112561 ;    2 ;     558 ; estacionamento
  112875 ;    1 ;     558 ; saida
  112949 ;    0 ;     598 ; saida
  113070 ;    1 ;     604 ; estacionamento
  113112 ;    2 ;     278 ; estacionamento
  113156 ;    3 ;     644 ; estacionamento
  113283 ;    2 ;     604 ; saida
  113332 ;    3 ;     616 ; estacionamento
  113450 ;    2 ;     644 ; saida
  113488 ;    1 ;     278 ; saida
  113512 ;    2 ;     648 ; estacionamento
  113559 ;    3 ;     595 ; estacionamento
  113776 ;    2 ;     616 ; saida
  113801 ;    1 ;     595 ; saida
  113831 ;    2 ;     590 ; estacionamento
  113930 ;    1 ;     648 ; saida
  113962 ;    2 ;     652 ; estacionamento
  113986 ;    1 ;     590 ; saida
  114004 ;    2 ;     657 ; estacionamento
  114179 ;    3 ;     671 ; estacionamento
  114237 ;    2 ;     652 ; saida
  114260 ;    3 ;     591 ; estacionamento
  114294 ;    4 ;     661 ; estacionamento
  114363 ;    3 ;     661 ; saida
  114390 ;    4 ;     662 ; estacionamento
  114498 ;    3 ;     662 ; saida
  114526 ;    4 ;     667 ; estacionamento
  114594 ;    3 ;     667 ; saida
  114617 ;    4 ;     315 ; estacionamento
  114662 ;    3 ;     591 ; saida
  114695 ;    4 ;     640 ; estacionamento
  114741 ;    5 ;     574 ; estacionamento
  114914 ;    4 ;     640 ; saida
  114914 ;    5 ;     635 ; estacionamento
  115040 ;    4 ;     635 ; saida
  115063 ;    3 ;     574 ; saida
  115098 ;    4 ;     636 ; estacionamento
  115470 ;    3 ;     636 ; saida
  115521 ;    4 ;     672 ; estacionamento
  115686 ;    3 ;     672 ; saida
  115733 ;    4 ;     688 ; estacionamento
  115831 ;    5 ;     552 ; estacionamento
  116034 ;    6 ;     631 ; estacionamento
  116139 ;    7 ;     693 ; estacionamento
  116168 ;    6 ;     688 ; saida
  116229 ;    5 ;     315 ; saida
  116444 ;    4 ;     631 ; saida
  116469 ;    5 ;     618 ; estacionamento
  116535 ;    4 ;     693 ; saida
  116622 ;    5 ;     690 ; estacionamento
  116747 ;    4 ;     618 ; saida
  116767 ;    3 ;     671 ; saida
  116799 ;    4 ;     312 ; estacionamento
  116834 ;    5 ;     555 ; estacionamento
  116897 ;    4 ;     690 ; saida
  116921 ;    3 ;     555 ; saida
  116948 ;    4 ;     691 ; estacionamento
  116988 ;    5 ;     585 ; estacionamento
  117071 ;    4 ;     585 ; saida
  117105 ;    5 ;     582 ; estacionamento
  117159 ;    4 ;     691 ; saida
  117204 ;    5 ;     597 ; estacionamento
  117242 ;    4 ;     657 ; saida
  117291 ;    5 ;     627 ; estacionamento
  117337 ;    4 ;     552 ; saida
  117385 ;    3 ;     627 ; saida
  117398 ;    4 ;     548 ; estacionamento
  117619 ;    5 ;     513 ; estacionamento
  117702 ;    4 ;     548 ; saida
  117748 ;    5 ;     546 ; estacionamento
  117802 ;    4 ;     597 ; saida
  118009 ;    3 ;     513 ; saida
  118032 ;    4 ;     554 ; estacionamento
  118154 ;    3 ;     546 ; saida
  118176 ;    4 ;     565 ; estacionamento
  118228 ;    3 ;     554 ; saida
  118250 ;    4 ;     567 ; estacionamento
  118365 ;    3 ;     565 ; saida
  118399 ;    4 ;     542 ; estacionamento
  118442 ;    3 ;     567 ; saida
  118461 ;    2 ;     312 ; saida
  118485 ;    1 ;     582 ; saida
  118508 ;    2 ;     550 ; estacionamento
  118619 ;    1 ;     550 ; saida
  118639 ;    2 ;     668 ; estacionamento
  118664 ;    1 ;     542 ; saida
  118825 ;    0 ;     668 ; saida
  118843 ;    1 ;     626 ; estacionamento
  119066 ;    0 ;     626 ; saida
  119080 ;    1 ;     599 ; estacionamento
  119456 ;    0 ;     599 ; saida
  119472 ;    1 ;     564 ; estacionamento
  119808 ;    0 ;     564 ; saida
  120392 ;    1 ;     529 ; estacionamento
  120486 ;    2 ;     288 ; estacionamento
  120826 ;    1 ;     529 ; saida
  120888 ;    0 ;     288 ; saida
  121835 ;    1 ;     653 ; estacionamento
  121977 ;    0 ;     653 ; saida
  123590 ;    1 ;     785 ; estacionamento
  123987 ;    0 ;     785 ; saida
  124073 ;    1 ;     790 ; estacionamento
  124317 ;    0 ;     790 ; saida
  124424 ;    1 ;     757 ; estacionamento
  124788 ;    0 ;     757 ; saida
  124845 ;    1 ;     802 ; estacionamento
  125087 ;    0 ;     802 ; saida
  125139 ;    1 ;     805 ; estacionamento
  125537 ;    0 ;     805 ; saida
  125624 ;    1 ;     809 ; estacionamento
  125824 ;    0 ;     809 ; saida
  125866 ;    1 ;     811 ; estacionamento
  126143 ;    0 ;     811 ; saida
  126185 ;    1 ;     816 ; estacionamento
  126304 ;    0 ;     816 ; saida
  126341 ;    1 ;     822 ; estacionamento
  126491 ;    0 ;     822 ; saida
  126528 ;    1 ;     824 ; estacionamento
  126882 ;    0 ;     824 ; saida
  126905 ;    1 ;     825 ; estacionamento
  126964 ;    0 ;     825 ; saida
  126982 ;    1 ;     830 ; estacionamento
  127060 ;    2 ;     695 ; estacionamento
  127100 ;    3 ;     842 ; estacionamento
  127420 ;    2 ;     842 ; saida
  127459 ;    3 ;     857 ; estacionamento
  127644 ;    2 ;     857 ; saida
  127662 ;    3 ;     864 ; estacionamento
  127881 ;    2 ;     864 ; saida
  127902 ;    3 ;     870 ; estacionamento
  128002 ;    2 ;     870 ; saida
  128045 ;    3 ;     873 ; estacionamento
  128483 ;    2 ;     873 ; saida
  128530 ;    3 ;     877 ; estacionamento
  128723 ;    2 ;     877 ; saida
  128761 ;    3 ;     884 ; estacionamento
  128995 ;    2 ;     884 ; saida
  129030 ;    3 ;     794 ; estacionamento
  129385 ;    2 ;     794 ; saida
  129423 ;    3 ;     840 ; estacionamento
  129578 ;    2 ;     840 ; saida
  129614 ;    3 ;     849 ; estacionamento
  129729 ;    2 ;     849 ; saida
  129765 ;    3 ;     852 ; estacionamento
  132931 ;    4 ;     835 ; estacionamento
  133275 ;    3 ;     835 ; saida
  134832 ;    4 ;     291 ; estacionamento
  134949 ;    3 ;     291 ; saida
  135019 ;    4 ;     749 ; estacionamento
  135083 ;    3 ;     695 ; saida
  135133 ;    4 ;     853 ; estacionamento
  135187 ;    3 ;     852 ; saida
  135249 ;    2 ;     830 ; saida
  135274 ;    1 ;     749 ; saida
  135308 ;    2 ;     831 ; estacionamento
  135356 ;    3 ;     724 ; estacionamento
  135556 ;    2 ;     724 ; saida
  135581 ;    1 ;     853 ; saida
  135597 ;    0 ;     831 ; saida
  135625 ;    1 ;     859 ; estacionamento
  135734 ;    2 ;     752 ; estacionamento
  135864 ;    1 ;     859 ; saida
  136126 ;    0 ;     752 ; saida
  136150 ;    1 ;     731 ; estacionamento
  136365 ;    2 ;     727 ; estacionamento
  136430 ;    1 ;     727 ; saida
  136448 ;    2 ;     735 ; estacionamento
  136560 ;    3 ;     747 ; estacionamento
  136650 ;    4 ;     762 ; estacionamento
  136714 ;    3 ;     762 ; saida
  136746 ;    4 ;     714 ; estacionamento
  137045 ;    3 ;     714 ; saida
  137127 ;    4 ;     683 ; estacionamento
  137389 ;    3 ;     683 ; saida
  137402 ;    2 ;     747 ; saida
  137412 ;    3 ;     717 ; estacionamento
  137626 ;    2 ;     717 ; saida
  137641 ;    1 ;     735 ; saida
  137655 ;    2 ;     769 ; estacionamento
  137870 ;    1 ;     769 ; saida
  137889 ;    2 ;     770 ; estacionamento
  138066 ;    1 ;     770 ; saida
  138085 ;    2 ;     778 ; estacionamento
  138342 ;    1 ;     778 ; saida
  138359 ;    0 ;     731 ; saida
  138370 ;    1 ;     783 ; estacionamento
  138544 ;    0 ;     783 ; saida
  138565 ;    1 ;     703 ; estacionamento
  138743 ;    0 ;     703 ; saida
  138758 ;    1 ;     689 ; estacionamento
  139093 ;    0 ;     689 ; saida
  139330 ;    1 ;     882 ; estacionamento
  139807 ;    0 ;     882 ; saida
  140890 ;    1 ;     556 ; estacionamento
  140982 ;    2 ;     569 ; estacionamento
  141106 ;    1 ;     569 ; saida
  141199 ;    0 ;     556 ; saida
  141232 ;    1 ;     573 ; estacionamento
  141306 ;    0 ;     573 ; saida
  141376 ;    1 ;     549 ; estacionamento
  141813 ;    0 ;     549 ; saida
  141879 ;    1 ;     547 ; estacionamento
  142158 ;    0 ;     547 ; saida
  142192 ;    1 ;     538 ; estacionamento
  142385 ;    0 ;     538 ; saida
  142431 ;    1 ;     535 ; estacionamento
  142786 ;    0 ;     535 ; saida
  142837 ;    1 ;     532 ; estacionamento
  143098 ;    0 ;     532 ; saida
  143149 ;    1 ;     516 ; estacionamento
  143473 ;    0 ;     516 ; saida
  143520 ;    1 ;     592 ; estacionamento
  143719 ;    0 ;     592 ; saida
  143760 ;    1 ;     318 ; estacionamento
  143840 ;    0 ;     318 ; saida
  143880 ;    1 ;     338 ; estacionamento
  144239 ;    0 ;     338 ; saida
  144284 ;    1 ;     329 ; estacionamento
  144408 ;    0 ;     329 ; saida
  145104 ;    1 ;     283 ; estacionamento
  145538 ;    0 ;     283 ; saida
  145567 ;    1 ;     284 ; estacionamento
  145749 ;    0 ;     284 ; saida
  145771 ;    1 ;     579 ; estacionamento
  146187 ;    0 ;     579 ; saida
  147120 ;    1 ;     285 ; estacionamento
  147345 ;    0 ;     285 ; saida
  147371 ;    1 ;     319 ; estacionamento
  147628 ;    0 ;     319 ; saida
  147650 ;    1 ;     331 ; estacionamento
  147742 ;    2 ;     583 ; estacionamento
  147902 ;    3 ;     324 ; estacionamento
  148106 ;    2 ;     324 ; saida
  148151 ;    1 ;     331 ; saida
  148189 ;    0 ;     583 ; saida
  148220 ;    1 ;     328 ; estacionamento
  148598 ;    0 ;     328 ; saida
  148728 ;    1 ;     325 ; estacionamento
  149021 ;    2 ;     326 ; estacionamento
  149280 ;    3 ;     323 ; estacionamento
  149722 ;    2 ;     323 ; saida
  150102 ;    3 ;     321 ; estacionamento
  150259 ;    2 ;     321 ; saida
  150287 ;    1 ;     326 ; saida
  150322 ;    0 ;     325 ; saida
  150357 ;    1 ;     913 ; estacionamento
  150506 ;    0 ;     913 ; saida
  150547 ;    1 ;     886 ; estacionamento
  150657 ;    0 ;     886 ; saida
  150726 ;    1 ;     926 ; estacionamento
  150875 ;    0 ;     926 ; saida
  150903 ;    1 ;     934 ; estacionamento
  151006 ;    0 ;     934 ; saida
  151028 ;    1 ;     889 ; estacionamento
  151399 ;    0 ;     889 ; saida
  151419 ;    1 ;     890 ; estacionamento
  151633 ;    0 ;     890 ; saida
  151650 ;    1 ;     892 ; estacionamento
  152025 ;    0 ;     892 ; saida
  152041 ;    1 ;     917 ; estacionamento
  152061 ;    2 ;     900 ; estacionamento
  152102 ;    1 ;     917 ; saida
  152146 ;    2 ;     902 ; estacionamento
  152530 ;    1 ;     902 ; saida
  152551 ;    2 ;     904 ; estacionamento
  152685 ;    1 ;     904 ; saida
  152702 ;    2 ;     907 ; estacionamento
  153065 ;    3 ;     600 ; estacionamento
  153275 ;    4 ;     901 ; estacionamento
  153444 ;    3 ;     600 ; saida
  153523 ;    4 ;     909 ; estacionamento
  153633 ;    3 ;     909 ; saida
  153663 ;    2 ;     901 ; saida
  153716 ;    1 ;     907 ; saida
  153731 ;    0 ;     900 ; saida
  154052 ;    1 ;     334 ; estacionamento
  154111 ;    0 ;     334 ; saida
  155553 ;    1 ;     946 ; estacionamento
  155752 ;    0 ;     946 ; saida
  155861 ;    1 ;     947 ; estacionamento
  156170 ;    0 ;     947 ; saida
  156211 ;    1 ;     956 ; estacionamento
  156309 ;    2 ;     985 ; estacionamento
  156580 ;    1 ;     985 ; saida
  156600 ;    0 ;     956 ; saida
  156620 ;    1 ;     981 ; estacionamento
  157005 ;    0 ;     981 ; saida
  157042 ;    1 ;     977 ; estacionamento
  157465 ;    0 ;     977 ; saida
  157513 ;    1 ;     340 ; estacionamento
  157849 ;    2 ;     972 ; estacionamento
  158237 ;    1 ;     972 ; saida
  158275 ;    0 ;     340 ; saida
  158345 ;    1 ;     605 ; estacionamento
  158533 ;    0 ;     605 ; saida
  158570 ;    1 ;     596 ; estacionamento
  158835 ;    0 ;     596 ; saida
  158870 ;    1 ;     611 ; estacionamento
  159217 ;    0 ;     611 ; saida
  159253 ;    1 ;     991 ; estacionamento
  159432 ;    0 ;     991 ; saida
  168045 ;    1 ;     957 ; estacionamento
  168308 ;    0 ;     957 ; saida
  168328 ;    1 ;     971 ; estacionamento
  168620 ;    0 ;     971 ; saida
  168767 ;    1 ;     987 ; estacionamento
  169079 ;    0 ;     987 ; saida
  169131 ;    1 ;     336 ; estacionamento
  169524 ;    0 ;     336 ; saida
  169763 ;    1 ;     339 ; estacionamento
  170200 ;    0 ;     339 ; saida
  170957 ;    1 ;     359 ; estacionamento
  171170 ;    2 ;     343 ; estacionamento
  171403 ;    1 ;     359 ; saida
  171471 ;    0 ;     343 ; saida
  171501 ;    1 ;     351 ; estacionamento
  171663 ;    0 ;     351 ; saida
  171733 ;    1 ;     365 ; estacionamento
  171992 ;    0 ;     365 ; saida
  172014 ;    1 ;     425 ; estacionamento
  172048 ;    2 ;     376 ; estacionamento
  172215 ;    1 ;     425 ; saida
  172238 ;    2 ;     370 ; estacionamento
  172278 ;    1 ;     376 ; saida
  172308 ;    2 ;     380 ; estacionamento
  172413 ;    1 ;     380 ; saida
  172436 ;    2 ;     382 ; estacionamento
  172490 ;    1 ;     382 ; saida
  172507 ;    0 ;     370 ; saida
  172516 ;    1 ;     386 ; estacionamento
  172544 ;    2 ;     423 ; estacionamento
  172651 ;    1 ;     423 ; saida
  172679 ;    2 ;     426 ; estacionamento
  172945 ;    1 ;     386 ; saida
  172969 ;    2 ;     374 ; estacionamento
  173023 ;    1 ;     426 ; saida
  173042 ;    2 ;     373 ; estacionamento
  173359 ;    1 ;     374 ; saida
  173388 ;    0 ;     373 ; saida
  173407 ;    1 ;     415 ; estacionamento
  173660 ;    0 ;     415 ; saida
  173672 ;    1 ;     392 ; estacionamento
  174010 ;    0 ;     392 ; saida
  174060 ;    1 ;     430 ; estacionamento
  174486 ;    0 ;     430 ; saida
  176848 ;    1 ;     412 ; estacionamento
  176939 ;    0 ;     412 ; saida
  177006 ;    1 ;     432 ; estacionamento
  177236 ;    0 ;     432 ; saida
  177364 ;    1 ;     433 ; estacionamento
  177664 ;    0 ;     433 ; saida
  177684 ;    1 ;     434 ; estacionamento
  177860 ;    0 ;     434 ; saida
  177877 ;    1 ;     441 ; estacionamento
  178173 ;    0 ;     441 ; saida
  178195 ;    1 ;     355 ; estacionamento
  178491 ;    0 ;     355 ; saida
  178523 ;    1 ;     612 ; estacionamento
  178625 ;    0 ;     612 ; saida
  178644 ;    1 ;     961 ; estacionamento
  178979 ;    0 ;     961 ; saida
  179350 ;    1 ;     360 ; estacionamento
  179727 ;    2 ;     398 ; estacionamento
  179842 ;    1 ;     398 ; saida
  180013 ;    0 ;     360 ; saida
  180193 ;    1 ;     341 ; estacionamento
  180302 ;    0 ;     341 ; saida
