t(ticks) ; id_viat ; destin ; t_estacion ; t_vida ; observ
   55733 ;     238 ;    N   ;        320 ;      ? ; entrada
   56018 ;     238 ;    N   ;        320 ;  27664 ; saida
   56186 ;     182 ;    O   ;        360 ;      ? ; entrada
   56410 ;     182 ;    O   ;        360 ;  31791 ; saida
   57166 ;     233 ;    E   ;        360 ;      ? ; entrada
   57241 ;     233 ;    E   ;        360 ;  29273 ; saida
   58702 ;     256 ;    N   ;        280 ;      ? ; entrada
   58878 ;     256 ;    N   ;        280 ;  29286 ; saida
   58976 ;     284 ;    N   ;        120 ;      ? ; entrada
   59087 ;     284 ;    N   ;        120 ;  27456 ; saida
   59167 ;     279 ;    N   ;        240 ;      ? ; entrada
   59222 ;     279 ;    N   ;        240 ;  28112 ; saida
   59282 ;     247 ;    N   ;        200 ;      ? ; entrada
   59327 ;     247 ;    N   ;        200 ;  30286 ; saida
   59380 ;     307 ;    N   ;        120 ;      ? ; entrada
   59424 ;     307 ;    N   ;        120 ;  26076 ; saida
   59492 ;     291 ;    N   ;        400 ;      ? ; entrada
   59565 ;     291 ;    N   ;        400 ;  27649 ; saida
   59676 ;     287 ;    N   ;         40 ;      ? ; entrada
   59752 ;     287 ;    N   ;         40 ;  27757 ; saida
   59842 ;     321 ;    N   ;        280 ;      ? ; entrada
   59923 ;     321 ;    N   ;        280 ;  25726 ; saida
   59999 ;     251 ;    N   ;        200 ;      ? ; entrada
   60045 ;     251 ;    N   ;        200 ;  30717 ; saida
   60128 ;     313 ;    N   ;        160 ;      ? ; entrada
   60237 ;     313 ;    N   ;        160 ;  26540 ; saida
   60352 ;     311 ;    N   ;         80 ;      ? ; entrada
   60434 ;     311 ;    N   ;         80 ;  26800 ; saida
   60539 ;     288 ;    N   ;        160 ;      ? ; entrada
   60578 ;     288 ;    N   ;        160 ;  28689 ; saida
   60672 ;     297 ;    N   ;        360 ;      ? ; entrada
   60720 ;     297 ;    N   ;        360 ;  28305 ; saida
   60779 ;     293 ;    N   ;        400 ;      ? ; entrada
   60814 ;     293 ;    N   ;        400 ;  28763 ; saida
   60863 ;     192 ;    N   ;        360 ;      ? ; entrada
   60894 ;     192 ;    N   ;        360 ;  26735 ; saida
   60948 ;     345 ;    N   ;         40 ;      ? ; entrada
   61000 ;     345 ;    N   ;         40 ;  22446 ; saida
   61080 ;     354 ;    N   ;        200 ;      ? ; entrada
   61133 ;     354 ;    N   ;        200 ;  20267 ; saida
   61208 ;     349 ;    N   ;        240 ;      ? ; entrada
   61285 ;     367 ;    S   ;        240 ;      ? ; entrada
   61263 ;     349 ;    N   ;        240 ;  20925 ; saida
   61374 ;     322 ;    N   ;         40 ;      ? ; entrada
   61419 ;     367 ;    S   ;        240 ;  19635 ; saida
   61464 ;     322 ;    N   ;         40 ;  23665 ; saida
   61569 ;     271 ;    N   ;        160 ;      ? ; entrada
   61616 ;     271 ;    N   ;        160 ;  30916 ; saida
   61682 ;     248 ;    N   ;        240 ;      ? ; entrada
   61728 ;     248 ;    N   ;        240 ;  32691 ; saida
   61790 ;     340 ;    S   ;         40 ;      ? ; entrada
   61829 ;     340 ;    S   ;         40 ;  20523 ; saida
   61885 ;     275 ;    O   ;        280 ;      ? ; entrada
   61923 ;     275 ;    O   ;        280 ;  31134 ; saida
   61981 ;     341 ;    S   ;        400 ;      ? ; entrada
   62016 ;     341 ;    S   ;        400 ;  20782 ; saida
   62937 ;     242 ;    E   ;         40 ;      ? ; entrada
   62992 ;     242 ;    E   ;         40 ;  34154 ; saida
   63118 ;     241 ;    E   ;        400 ;      ? ; entrada
   63169 ;     241 ;    E   ;        400 ;  34734 ; saida
   64486 ;     292 ;    S   ;        240 ;      ? ; entrada
   64552 ;     292 ;    S   ;        240 ;  32435 ; saida
   64668 ;     285 ;    S   ;        200 ;      ? ; entrada
   64727 ;     285 ;    S   ;        200 ;  33111 ; saida
   64820 ;     299 ;    S   ;        320 ;      ? ; entrada
   65038 ;     299 ;    S   ;        320 ;  32406 ; saida
   65053 ;     222 ;    O   ;        240 ;      ? ; entrada
   65429 ;     222 ;    O   ;        240 ;  38117 ; saida
   65787 ;     223 ;    O   ;        120 ;      ? ; entrada
   65956 ;     223 ;    O   ;        120 ;  38414 ; saida
   65963 ;     304 ;    S   ;        280 ;      ? ; entrada
   66386 ;     304 ;    S   ;        280 ;  33422 ; saida
   66555 ;     312 ;    S   ;        280 ;      ? ; entrada
   67243 ;     236 ;    O   ;        240 ;      ? ; entrada
   67286 ;     312 ;    S   ;        280 ;  33773 ; saida
   67947 ;     315 ;    S   ;         80 ;      ? ; entrada
   67963 ;     236 ;    O   ;        240 ;  39644 ; saida
   68332 ;     254 ;    N   ;        280 ;      ? ; entrada
   68381 ;     353 ;    N   ;         80 ;      ? ; entrada
   68431 ;     254 ;    N   ;        280 ;  38994 ; saida
   68500 ;     258 ;    N   ;        200 ;      ? ; entrada
   68555 ;     258 ;    N   ;        200 ;  38811 ; saida
   68627 ;     353 ;    N   ;         80 ;  27452 ; saida
   68636 ;     315 ;    S   ;         80 ;  34703 ; saida
   68666 ;     259 ;    N   ;        200 ;      ? ; entrada
   68750 ;     259 ;    N   ;        200 ;  38899 ; saida
   68823 ;     261 ;    N   ;        320 ;      ? ; entrada
   68868 ;     261 ;    N   ;        320 ;  39050 ; saida
   68947 ;     318 ;    S   ;        320 ;      ? ; entrada
   69390 ;     318 ;    S   ;        320 ;  35505 ; saida
   69525 ;     240 ;    O   ;         80 ;      ? ; entrada
   69639 ;     240 ;    O   ;         80 ;  40912 ; saida
   69714 ;     262 ;    N   ;        240 ;      ? ; entrada
   69837 ;     262 ;    N   ;        240 ;  39845 ; saida
   69974 ;     320 ;    S   ;        400 ;      ? ; entrada
   70622 ;     320 ;    S   ;        400 ;  36656 ; saida
   71248 ;     267 ;    N   ;        120 ;      ? ; entrada
   71354 ;     267 ;    N   ;        120 ;  40932 ; saida
   71527 ;     298 ;    O   ;         40 ;      ? ; entrada
   71592 ;     298 ;    O   ;         40 ;  38738 ; saida
   71632 ;     289 ;    O   ;        200 ;      ? ; entrada
   71710 ;     294 ;    O   ;        240 ;      ? ; entrada
   71757 ;     294 ;    O   ;        240 ;  39476 ; saida
   71812 ;     342 ;    S   ;        400 ;      ? ; entrada
   71701 ;     289 ;    O   ;        200 ;  39769 ; saida
   71899 ;     316 ;    O   ;        120 ;      ? ; entrada
   71996 ;     316 ;    O   ;        120 ;  38053 ; saida
   71841 ;     301 ;    O   ;         80 ;      ? ; entrada
   72057 ;     301 ;    O   ;         80 ;  39080 ; saida
   72073 ;     224 ;    O   ;         80 ;      ? ; entrada
   72166 ;     224 ;    O   ;         80 ;  44032 ; saida
   72216 ;     319 ;    O   ;        400 ;      ? ; entrada
   72270 ;     319 ;    O   ;        400 ;  38365 ; saida
   72340 ;     309 ;    O   ;        120 ;      ? ; entrada
   72393 ;     309 ;    O   ;        120 ;  38947 ; saida
   72461 ;     436 ;    N   ;         40 ;      ? ; entrada
   72521 ;     237 ;    O   ;        200 ;      ? ; entrada
   72545 ;     436 ;    N   ;         40 ;  21864 ; saida
   72611 ;     237 ;    O   ;        200 ;  44204 ; saida
   72685 ;     252 ;    E   ;        120 ;      ? ; entrada
   72764 ;     252 ;    E   ;        120 ;  43271 ; saida
   72766 ;     244 ;    O   ;        320 ;      ? ; entrada
   72847 ;     244 ;    O   ;        320 ;  44127 ; saida
   72955 ;     364 ;    O   ;        400 ;      ? ; entrada
   72983 ;     364 ;    O   ;        400 ;  31543 ; saida
   73047 ;     264 ;    E   ;         40 ;      ? ; entrada
   73103 ;     264 ;    E   ;         40 ;  42816 ; saida
   73176 ;     250 ;    O   ;         40 ;      ? ; entrada
   73241 ;     250 ;    O   ;         40 ;  43811 ; saida
   73326 ;     255 ;    O   ;        360 ;      ? ; entrada
   73385 ;     255 ;    O   ;        360 ;  43999 ; saida
   73456 ;     260 ;    O   ;         80 ;      ? ; entrada
   73510 ;     260 ;    O   ;         80 ;  43493 ; saida
   73581 ;     359 ;    S   ;         40 ;      ? ; entrada
   73634 ;     359 ;    S   ;         40 ;  32930 ; saida
   73701 ;     358 ;    S   ;        120 ;      ? ; entrada
   73754 ;     358 ;    S   ;        120 ;  33177 ; saida
   73834 ;     187 ;    S   ;        160 ;      ? ; entrada
   73934 ;     187 ;    S   ;        160 ;  39482 ; saida
   74031 ;     269 ;    O   ;         80 ;      ? ; entrada
   74164 ;     269 ;    O   ;         80 ;  43491 ; saida
   74175 ;     363 ;    O   ;        160 ;      ? ; entrada
   74297 ;     363 ;    O   ;        160 ;  32631 ; saida
   74333 ;     245 ;    O   ;         40 ;      ? ; entrada
   74391 ;     245 ;    O   ;         40 ;  45292 ; saida
   74459 ;     443 ;    N   ;        200 ;      ? ; entrada
   74517 ;     314 ;    O   ;        120 ;      ? ; entrada
   74570 ;     443 ;    N   ;        200 ;  23490 ; saida
   74622 ;     314 ;    O   ;        120 ;  40773 ; saida
   74730 ;     257 ;    E   ;        280 ;      ? ; entrada
   74753 ;     344 ;    S   ;        200 ;      ? ; entrada
   74813 ;     257 ;    E   ;        280 ;  45186 ; saida
   74826 ;     344 ;    S   ;        200 ;  36899 ; saida
   74925 ;     355 ;    O   ;         80 ;      ? ; entrada
   74958 ;     355 ;    O   ;         80 ;  34667 ; saida
   75012 ;     335 ;    N   ;        240 ;      ? ; entrada
   75031 ;     356 ;    O   ;         40 ;      ? ; entrada
   75081 ;     335 ;    N   ;        240 ;  26556 ; saida
   75093 ;     356 ;    O   ;         40 ;  34673 ; saida
   75168 ;     336 ;    N   ;        160 ;      ? ; entrada
   75332 ;     339 ;    O   ;        400 ;      ? ; entrada
   75374 ;     336 ;    N   ;        160 ;  26811 ; saida
   75401 ;     339 ;    O   ;        400 ;  34393 ; saida
   75465 ;     185 ;    O   ;         40 ;      ? ; entrada
   75487 ;     352 ;    O   ;        200 ;      ? ; entrada
   75536 ;     185 ;    O   ;         40 ;  50401 ; saida
   75555 ;     352 ;    O   ;        200 ;  34010 ; saida
   75649 ;     282 ;    O   ;        400 ;      ? ; entrada
   75712 ;     282 ;    O   ;        400 ;  44512 ; saida
   75762 ;     306 ;    O   ;        400 ;      ? ; entrada
   75854 ;     420 ;    N   ;        240 ;      ? ; entrada
   75852 ;     343 ;    N   ;        280 ;      ? ; entrada
   75923 ;     420 ;    N   ;        240 ;  26721 ; saida
   75918 ;     343 ;    N   ;        280 ;  34894 ; saida
   75996 ;     202 ;    O   ;        360 ;      ? ; entrada
   76078 ;     202 ;    O   ;        360 ;  50130 ; saida
   76133 ;     365 ;    N   ;         80 ;      ? ; entrada
   76155 ;     207 ;    O   ;        120 ;      ? ; entrada
   76199 ;     365 ;    N   ;         80 ;  34376 ; saida
   76214 ;     207 ;    O   ;        120 ;  49707 ; saida
   76270 ;     333 ;    N   ;         80 ;      ? ; entrada
   76290 ;     370 ;    S   ;        200 ;      ? ; entrada
   76336 ;     333 ;    N   ;         80 ;  27753 ; saida
   76347 ;     370 ;    S   ;        200 ;  34054 ; saida
   76413 ;     329 ;    N   ;        360 ;      ? ; entrada
   76432 ;     385 ;    S   ;        320 ;      ? ; entrada
   76492 ;     385 ;    S   ;        320 ;  32200 ; saida
   76479 ;     329 ;    N   ;        360 ;  28421 ; saida
   76568 ;     446 ;    N   ;        200 ;      ? ; entrada
   76578 ;     332 ;    N   ;         40 ;      ? ; entrada
   76635 ;     446 ;    N   ;        200 ;  25231 ; saida
   76649 ;     332 ;    N   ;         40 ;  28063 ; saida
   76733 ;     366 ;    O   ;        320 ;      ? ; entrada
   76729 ;     276 ;    O   ;        400 ;      ? ; entrada
   76764 ;     374 ;    S   ;        320 ;      ? ; entrada
   76827 ;     276 ;    O   ;        400 ;  46036 ; saida
   76832 ;     366 ;    O   ;        320 ;  35184 ; saida
   76849 ;     374 ;    S   ;        320 ;  33107 ; saida
   76960 ;     451 ;    N   ;        400 ;      ? ; entrada
   76979 ;     455 ;    N   ;        360 ;      ? ; entrada
   76995 ;     378 ;    S   ;        280 ;      ? ; entrada
   77068 ;     451 ;    N   ;        400 ;  25340 ; saida
   77080 ;     455 ;    N   ;        360 ;  24829 ; saida
   77085 ;     378 ;    S   ;        280 ;  33972 ; saida
   77178 ;     459 ;    N   ;        400 ;      ? ; entrada
   77199 ;     508 ;    N   ;         40 ;      ? ; entrada
   77242 ;     459 ;    N   ;        400 ;  24563 ; saida
   77255 ;     508 ;    N   ;         40 ;  18699 ; saida
   77325 ;     464 ;    N   ;         40 ;      ? ; entrada
   77337 ;     246 ;    E   ;        160 ;      ? ; entrada
   77388 ;     464 ;    N   ;         40 ;  23878 ; saida
   77401 ;     246 ;    E   ;        160 ;  48354 ; saida
   77464 ;     426 ;    N   ;        400 ;      ? ; entrada
   77481 ;     527 ;    N   ;        160 ;      ? ; entrada
   77527 ;     528 ;    N   ;        400 ;      ? ; entrada
   77538 ;     426 ;    N   ;        400 ;  23852 ; saida
   75193 ;     360 ;    O   ;        360 ;      ? ; entrada
   77585 ;     528 ;    N   ;        400 ;  14590 ; saida
   77643 ;     360 ;    O   ;        360 ;  37121 ; saida
   77661 ;     462 ;    N   ;         40 ;      ? ; entrada
   75801 ;     306 ;    O   ;        400 ;  42844 ; saida
   77732 ;     462 ;    N   ;         40 ;  24408 ; saida
   77761 ;     403 ;    N   ;         40 ;      ? ; entrada
   77813 ;     538 ;    N   ;        320 ;      ? ; entrada
   75257 ;     361 ;    O   ;         80 ;      ? ; entrada
   77883 ;     361 ;    O   ;         80 ;  36991 ; saida
   77955 ;     506 ;    N   ;        200 ;      ? ; entrada
   78019 ;     506 ;    N   ;        200 ;  19943 ; saida
   78310 ;     458 ;    N   ;        320 ;      ? ; entrada
   78388 ;     458 ;    N   ;        320 ;  25723 ; saida
   78538 ;     471 ;    N   ;        320 ;      ? ; entrada
   78603 ;     471 ;    N   ;        320 ;  24130 ; saida
   78680 ;     477 ;    N   ;        360 ;      ? ; entrada
   71431 ;     302 ;    S   ;        240 ;      ? ; entrada
   78758 ;     302 ;    S   ;        240 ;  45872 ; saida
   78864 ;     342 ;    S   ;        400 ;  41076 ; saida
   78953 ;     265 ;    E   ;        280 ;      ? ; entrada
   79003 ;     265 ;    E   ;        280 ;  48893 ; saida
   79055 ;     423 ;    N   ;         80 ;      ? ; entrada
   79119 ;     423 ;    N   ;         80 ;  23488 ; saida
   79176 ;     490 ;    N   ;        200 ;      ? ; entrada
   79238 ;     490 ;    N   ;        200 ;  22681 ; saida
   79303 ;     417 ;    S   ;        160 ;      ? ; entrada
   79371 ;     417 ;    S   ;        160 ;  30291 ; saida
   79423 ;     383 ;    N   ;         40 ;      ? ; entrada
   79491 ;     383 ;    N   ;         40 ;  35133 ; saida
   79532 ;     539 ;    N   ;        400 ;      ? ; entrada
   79592 ;     393 ;    N   ;         40 ;      ? ; entrada
   79658 ;     392 ;    S   ;        160 ;      ? ; entrada
   79755 ;     392 ;    S   ;        160 ;  33732 ; saida
   80126 ;     379 ;    N   ;        120 ;      ? ; entrada
   80133 ;     470 ;    N   ;        200 ;      ? ; entrada
   80467 ;     470 ;    N   ;        200 ;  25837 ; saida
   80647 ;     497 ;    N   ;        120 ;      ? ; entrada
   80791 ;     497 ;    N   ;        120 ;  23412 ; saida
   80941 ;     418 ;    S   ;        280 ;      ? ; entrada
   81127 ;     418 ;    S   ;        280 ;  32074 ; saida
   81210 ;     390 ;    S   ;        120 ;      ? ; entrada
   81241 ;     395 ;    S   ;        400 ;      ? ; entrada
   81282 ;     395 ;    S   ;        400 ;  33049 ; saida
   81331 ;     373 ;    S   ;        240 ;      ? ; entrada
   81371 ;     373 ;    S   ;        240 ;  36579 ; saida
   81434 ;     324 ;    N   ;        160 ;      ? ; entrada
   81460 ;     324 ;    N   ;        160 ;  25835 ; saida
   81567 ;     424 ;    N   ;        320 ;      ? ; entrada
   81621 ;     424 ;    N   ;        320 ;  26260 ; saida
   81684 ;     405 ;    N   ;        320 ;      ? ; entrada
   81715 ;     498 ;    N   ;        280 ;      ? ; entrada
   81761 ;     498 ;    N   ;        280 ;  24472 ; saida
   81809 ;     499 ;    N   ;        360 ;      ? ; entrada
   81853 ;     499 ;    N   ;        360 ;  24566 ; saida
   81898 ;     501 ;    N   ;        360 ;      ? ; entrada
   81947 ;     501 ;    N   ;        360 ;  24536 ; saida
   82035 ;     504 ;    N   ;         40 ;      ? ; entrada
   82140 ;     504 ;    N   ;         40 ;  24035 ; saida
   82520 ;     391 ;    N   ;        160 ;      ? ; entrada
   82647 ;     391 ;    N   ;        160 ;  36681 ; saida
   82810 ;     393 ;    N   ;         40 ;  33509 ; saida
   80484 ;     379 ;    N   ;        120 ;  32253 ; saida
   83140 ;     551 ;    N   ;        160 ;      ? ; entrada
   83228 ;     551 ;    N   ;        160 ;  17583 ; saida
   83306 ;     550 ;    N   ;        360 ;      ? ; entrada
   83381 ;     550 ;    N   ;        360 ;  18029 ; saida
   83438 ;     509 ;    N   ;        320 ;      ? ; entrada
   83526 ;     509 ;    N   ;        320 ;  25178 ; saida
   83714 ;     527 ;    N   ;        160 ;  20557 ; saida
   83989 ;     555 ;    N   ;        320 ;      ? ; entrada
   84180 ;     405 ;    N   ;        320 ;  30229 ; saida
   84239 ;     555 ;    N   ;        320 ;  18334 ; saida
   84322 ;     563 ;    N   ;        160 ;      ? ; entrada
   84413 ;     563 ;    N   ;        160 ;  16949 ; saida
   84449 ;     411 ;    O   ;        120 ;      ? ; entrada
   84516 ;     411 ;    O   ;        120 ;  35713 ; saida
   84544 ;     274 ;    E   ;        320 ;      ? ; entrada
   84616 ;     274 ;    E   ;        320 ;  53899 ; saida
   84732 ;     556 ;    N   ;        400 ;      ? ; entrada
   84767 ;     556 ;    N   ;        400 ;  18898 ; saida
   84818 ;     421 ;    O   ;        120 ;      ? ; entrada
